action,reward,area,config_id,time,seed,state,frame,steps,actions,experiment.step_duration,experiment.update_freq,environment.zone,environment,algorithm,filepath,compatibility_mode
[1.    0.324 0.324 0.    0.    0.   ],-0.0062137636031060275,"[139.375  154.0625 153.3125 161.     247.75   138.1875 265.4375 183.8125
  90.8125 155.25   169.75    53.     185.4375  91.4375  82.4375  48.0625
 149.     117.9375 148.     122.      80.     158.4375 178.9375 183.9375
 126.4375   4.375  228.625  128.6875 106.75    72.125   87.8125 131.5
 177.8125  55.125  100.4375 150.875 ]",-1347286817994662909,1744672433.5825014,0,[1.74467241e+09],413,414,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.02783773392573759,"[134.875  167.375  145.875  163.6875 246.5    130.0625 265.875  182.6875
  95.75   150.125  156.6875  47.4375 181.      89.875   90.0625  42.5
 150.625   96.625  145.6875 116.75    80.6875 154.8125 183.125  183.5625
 123.25     4.4375 217.375  144.3125  97.3125  72.625   86.5    131.5
 153.875   53.9375  64.5625 147.125 ]",-1347286817994662909,1744673033.0227938,0,[1.74467301e+09],414,415,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.033119853973233124,"[135.8125 160.875  153.5    163.5625 259.0625 135.5    265.75   195.0625
  98.75   885.0625 171.125   62.25   177.125   96.5625 119.0625  44.625
 161.625  104.     154.9375  86.625   79.375  170.     167.3125 185.1875
 122.      19.375  221.3125 121.5     96.8125  93.5     91.5625 131.3125
 173.75    59.9375  62.75   150.75  ]",-1347286817994662909,1744673633.58471,0,[1.74467361e+09],415,416,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.01570050174548353,"[ 138.1875  158.      143.5625  161.1875  254.3125  126.1875  255.5
  182.8125   92.6875 1793.      160.625    68.1875  183.125    95.5
   97.3125   49.4375  160.      105.125   138.9375  114.25     81.75
  160.8125  202.6875  188.1875  128.625     5.5625  214.0625  130.5
  111.25     90.4375   85.875   137.75    212.25     50.125    80.625
  151.1875]",-1347286817994662909,1744674233.4702196,0,[1.74467421e+09],416,417,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.02621002562548532,"[141.6875 160.375  156.625  172.0625 254.5625 130.25   257.4375 192.0625
  94.125  160.9375 161.      60.5625 177.6875  98.875   94.375   42.5625
 158.0625 122.1875 147.3125 113.5625  76.3125 150.625  167.75   191.75
 121.9375  12.     211.8125 122.875   99.8125  87.      88.6875 127.6875
 179.375   49.125   63.5625 154.125 ]",-1347286817994662909,1744674832.4747326,0,[1.74467481e+09],417,418,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.007147220686114421,"[139.125  162.     151.375  158.875  254.5    126.3125 265.1875 190.6875
  96.     155.6875 154.8125  64.4375 180.4375  95.875   93.6875  41.6875
 153.25   109.     153.8125 111.4375  80.4375 147.9375 164.5625 177.6875
 131.25    10.5625 216.9375 134.375  111.     110.4375  90.5625 127.0625
 190.125   58.25    94.3125 145.875 ]",-1347286817994662909,1744675432.6895492,0,[1.74467541e+09],418,419,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.020731219042730727,"[ 134.1875  164.3125  154.5625  164.75    266.6875  138.3125  257.5625
  192.9375  102.25   1696.9375  175.0625   53.75    179.75     96.0625
   98.3125   43.5625  165.3125  112.75    153.9375  121.875    85.6875
  153.1875  174.0625  183.75    130.125    13.6875  212.9375  123.125
  117.875   121.       82.0625  120.375   151.9375   52.5625   78.625
  149.625 ]",-1347286817994662909,1744676033.541939,0,[1.74467601e+09],419,420,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.01780038709524045,"[139.75   168.0625 160.1875 157.375  258.625  130.375  258.875  196.625
  92.1875 154.25   171.25    61.75   184.0625 100.125   91.6875  41.75
 158.375  112.5    144.4375 132.8125  93.     149.125  182.125  184.25
 121.125    0.     216.5625 128.5     98.25    74.      82.8125 131.0625
 164.0625  50.5625  93.25   159.3125]",-1347286817994662909,1744676633.236265,0,[1.74467661e+09],420,421,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.019546639669555176,"[ 136.6875  161.0625  150.      172.875   258.25    134.9375  274.1875
  190.8125   92.0625  167.8125  179.875    76.6875  181.1875 1608.
   95.5      45.25    161.25     96.5     154.1875  115.5625   77.5625
  155.      162.8125  188.4375  116.8125    9.5625  217.4375  134.0625
   97.5625  102.0625   83.4375  133.3125  172.875    47.375    69.125
  141.5625]",-1347286817994662909,1744677233.2397795,0,[1.74467721e+09],421,422,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.020115267261837495,"[ 139.4375  158.125   146.1875  169.3125  249.5625  131.125   262.875
  198.625    93.      161.1875  175.6875   54.875   178.9375 1701.3125
   93.0625   43.375   161.0625  104.6875  159.      112.375    86.8125
  159.25    176.9375  191.3125  122.75      8.9375  208.3125  130.
  100.5      92.375    92.0625  151.5625  180.3125   52.125    89.9375
  154.75  ]",-1347286817994662909,1744677832.7154832,0,[1.74467781e+09],422,423,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.009765107021086806,"[ 138.375   161.5625  160.625   177.125   264.4375  138.6875  271.125
  196.125    94.375  1457.9375  172.375    68.375   185.25    101.
  135.6875   42.625   164.625   110.6875  146.1875  117.6875   93.
  154.4375  175.25    187.9375  124.1875   13.4375  216.3125  121.6875
   93.3125   76.125    81.375   137.5625  213.       48.5625   67.9375
  145.75  ]",-1347286817994662909,1744678433.848761,0,[1.74467841e+09],423,424,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.03755595240269712,"[140.25   159.9375 161.4375 162.25   262.25   135.     318.375  194.75
  95.9375 153.4375 175.6875  62.5625 183.6875 103.      84.      42.4375
 160.125  114.6875 153.6875 102.0625  78.0625 151.75   183.9375 182.1875
 120.9375  16.0625 212.75   121.625  106.      80.8125  80.9375 134.6875
 183.375   48.125   78.     142.125 ]",-1347286817994662909,1744679032.8846064,0,[1.74467901e+09],424,425,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.0217142340444843,"[138.8125 157.3125 156.5625 160.125  251.875  136.125  305.875  184.6875
  92.0625 156.3125 171.6875  62.8125 178.8125  93.625   91.8125  39.4375
 149.8125  84.75   157.875  119.375   97.     168.8125 183.3125 189.75
 131.8125  18.3125 223.5    133.8125 125.25    94.6875  80.375  131.1875
 263.9375  50.25    80.3125 165.4375]",-1347286817994662909,1744679633.4989276,0,[1.74467961e+09],425,426,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.014342842662428147,"[138.6875 161.5625 154.     168.5625 261.125  129.5625 307.3125 192.6875
 102.75   159.8125 168.75    63.25   187.5     99.3125 116.4375  41.0625
 155.5    110.5    147.625  124.6875  96.5625 163.125  179.8125 185.625
 129.6875   5.25   230.625  145.3125 118.4375  65.375   82.9375 158.8125
 206.25    54.9375  73.875  149.0625]",-1347286817994662909,1744680234.2138588,0,[1.74468021e+09],426,427,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.01644377080858028,"[142.875  159.4375 159.25   176.5625 258.125  135.4375 264.625  191.6875
 104.625  173.6875 171.      62.875  181.     103.75   110.125   51.
 158.3125 117.9375 151.1875 121.4375  81.3125 160.0625 161.75   187.5
 130.875    4.1875 220.5625 125.     107.1875  82.375   84.25   127.5
 165.9375  55.5625  69.625  153.5   ]",-1347286817994662909,1744680833.4649308,0,[1.74468081e+09],427,428,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.00019711921775906,"[155.     160.9375 157.     162.3125 259.875  137.125  323.25   195.9375
  94.625  153.9375 167.4375  59.4375 182.125  102.      95.875   47.4375
 159.875  113.375  167.4375 119.3125  76.9375 153.25   179.25   185.
 120.875    0.     214.     124.75   105.6875  91.1875  89.5    142.
 170.75    49.875   79.625  157.0625]",-1347286817994662909,1744681432.765429,0,[1.74468141e+09],428,429,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.013413191173729695,"[148.5    173.125  158.625  170.5    268.1875 128.6875 302.3125 185.1875
  88.375  157.625  173.25    50.25   177.      99.6875  85.375   47.
 161.125   99.4375 149.375  115.375   88.4375 166.25   168.     187.625
 127.4375   9.3125 222.9375 127.25   100.      70.75    85.1875 128.5625
 202.375   45.8125  81.9375 150.875 ]",-1347286817994662909,1744682032.9862373,0,[1.74468201e+09],429,430,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.003285687126631321,"[ 138.3125  156.375   151.75    174.      264.4375  129.6875  257.5625
  190.6875   99.5    1313.375   165.       54.9375  183.125    93.8125
   96.       46.3125  152.4375   96.875   155.6875  114.6875   76.875
  163.5     179.3125  192.      138.5625    5.25    212.25    129.375
   96.4375   73.5625   83.875   123.9375  157.6875   54.3125   71.125
  157.0625]",-1347286817994662909,1744682633.102573,0,[1.74468261e+09],430,431,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.03467075652826052,"[ 147.      161.1875  165.75    179.5     263.      140.1875  260.375
  196.9375   99.6875 1564.125   171.8125   59.      185.625    96.875
  112.6875   43.5     164.25     86.8125  161.6875  115.125    92.875
  157.9375  180.125   179.125   128.        3.625   218.4375  119.9375
  109.5625   75.875    89.9375  133.25    180.       49.5625   82.4375
  159.0625]",-1347286817994662909,1744683232.757187,0,[1.74468321e+09],431,432,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.04827186178983805,"[147.     160.     154.0625 173.5    263.6875 130.75   250.375  186.5625
 100.75   156.9375 168.4375  63.875  179.1875  91.     104.625   42.625
 157.6875  86.     152.5625 122.6875  83.625  152.5625 173.     186.5
 133.3125   5.5625 209.8125 132.125   94.8125  73.875   81.5625 117.1875
 159.375   46.25    75.0625 142.5   ]",-1347286817994662909,1744683832.7203028,0,[1.74468381e+09],432,433,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.018422850656909476,"[143.25   163.     154.1875 173.8125 260.25   128.9375 260.625  184.3125
  94.25   154.625  158.375   51.25   166.      94.9375  94.5625  42.625
 149.8125  98.125  152.25   123.375   84.0625 161.5625 190.0625 178.875
 134.5      7.625  223.875  145.875  104.5625  59.1875  76.875  147.0625
 164.      54.5625 104.5    164.4375]",-1347286817994662909,1744684432.6814544,0,[1.74468441e+09],433,434,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.0019471281225321038,"[ 135.375   163.      161.5     176.1875  253.      124.9375  264.5
  184.3125  100.3125 1632.5     145.125    54.1875  180.75     92.5
   85.9375   41.75    158.25    106.      150.      114.25     82.
  157.125   182.125   173.0625  124.75     10.5     224.      121.75
   97.25    110.9375   83.8125  131.9375  163.5625   48.5      85.3125
  159.9375]",-1347286817994662909,1744685032.802683,0,[1.74468501e+09],434,435,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.005912671439144773,"[140.4375 166.125  152.625  164.1875 265.0625 134.9375 261.625  189.
  99.5    163.125  172.5625  57.75   195.6875 103.1875  77.5     42.75
 159.0625 106.875  155.5625 107.375   83.875  160.5625 171.625  190.75
 131.6875   4.3125 221.3125 130.75    97.875   64.5     88.25   136.9375
 206.375   56.5625  86.75   142.9375]",-1347286817994662909,1744685632.7470362,0,[1.74468561e+09],435,436,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.011868605427609407,"[ 146.6875  172.1875  161.75    173.1875  255.25    128.6875  316.
  196.375   102.4375 1467.      165.375    54.625   181.125    92.875
   84.3125   44.5     159.5      86.4375  146.1875  111.0625   94.375
  160.5     178.1875  180.25    131.625    10.875   219.4375  140.8125
  108.625   101.0625   86.875   126.5     161.8125   56.875    85.4375
  155.0625]",-1347286817994662909,1744686232.8079383,0,[1.74468621e+09],436,437,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.0009322927166560277,"[ 146.0625  160.      159.4375  170.6875  260.625   132.625   257.8125
  191.625    90.9375  157.875   151.3125   57.25    176.3125 1669.125
   90.0625   40.6875  152.125   105.9375  155.9375  125.125    83.875
  166.375   173.0625  177.0625  128.6875    0.      217.625   146.8125
   94.375   120.0625   83.625   128.8125  147.0625   50.125    58.25
  148.75  ]",-1347286817994662909,1744686832.3805563,0,[1.74468681e+09],437,438,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.013978066935621342,"[ 139.5     166.25    152.625   166.      261.125   138.8125  266.9375
  199.375    97.625  1770.      179.75     68.5625  181.75    105.0625
   91.8125   43.9375  161.375   116.375   152.9375  124.125    82.6875
  165.9375  180.375   208.0625  128.9375    0.      239.0625  139.9375
  107.5      89.4375   78.5625  151.      148.5      51.125    64.125
  153.8125]",-1347286817994662909,1744687433.1387978,0,[1.74468741e+09],438,439,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.04315094634897653,"[ 146.8125  168.25    161.5     164.25    265.375   131.6875  271.6875
  193.25    102.5625 1710.5     164.875    58.1875  175.       92.
  109.1875   41.6875  161.125   103.625   150.25    104.375    82.3125
  147.8125  159.6875  177.5     118.125     8.6875  214.5     122.9375
   98.6875   96.3125   80.6875  118.8125  150.25     49.0625   78.8125
  152.25  ]",-1347286817994662909,1744688032.9801679,0,[1.74468801e+09],439,440,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.0006230655457932745,"[149.375  169.75   157.3125 164.8125 265.8125 132.     314.5625 197.125
 101.4375 160.1875 146.75    62.875  181.      98.0625  89.25    41.1875
 155.625  108.5625 150.875   94.5     66.4375 159.0625 170.     187.6875
 128.       0.     210.5    127.3125 100.125   86.      82.3125 137.1875
 167.9375  54.9375  88.9375 150.125 ]",-1347286817994662909,1744688632.9988358,0,[1.74468861e+09],440,441,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.029211633755552212,"[ 145.      170.625   155.625   166.3125  259.0625  138.1875  263.5625
  195.0625   96.5     153.75    169.0625   67.5     178.25   1683.6875
   94.75     43.3125  160.8125  103.25    144.875   100.5      85.0625
  156.      186.125   180.      118.5       0.      207.      109.875
  103.6875   98.0625   81.25    123.      173.25     56.25     73.4375
  159.8125]",-1347286817994662909,1744689232.3809676,0,[1.74468921e+09],441,442,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.019574578026624895,"[ 141.625   175.1875  157.0625  168.75    263.375   123.25    307.125
  194.9375   91.5625 1811.4375  168.5      66.1875  183.3125   95.8125
   91.625    44.75    166.25     96.0625  153.1875  108.4375   79.8125
  172.75    173.3125  183.125   124.5       7.3125  221.875   113.5625
   92.8125   66.6875   86.25    133.375   177.125    51.4375   81.75
  145.9375]",-1347286817994662909,1744689832.3304112,0,[1.74468981e+09],442,443,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.030408720998463135,"[ 145.9375  154.5     152.1875  163.625   260.5     130.0625  315.4375
  195.9375   89.      158.875   170.875    56.5625  189.5    1706.
   86.4375   43.      159.9375   99.5     155.875   112.875    86.75
  160.375   165.      184.375   131.5625    9.625   221.75    121.
  103.9375   92.8125   81.6875  153.625   201.75     53.3125   67.875
  146.375 ]",-1347286817994662909,1744690433.067906,0,[1.74469041e+09],443,444,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.02245131729667812,"[ 151.1875  168.25    166.5625  152.125   271.4375  140.75    314.6875
  189.1875   94.8125 1731.6875  161.3125   60.375   181.6875  106.25
  103.375    44.0625  162.125   106.8125  150.4375  113.9375   81.625
  157.3125  162.9375  180.125   118.25      4.125   219.75    137.5625
  108.8125   98.4375   76.6875  136.5     141.5      50.6875   73.3125
  154.625 ]",-1347286817994662909,1744691032.6656163,0,[1.74469101e+09],444,445,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],-0.010464154445474475,"[155.1875 171.9375 157.3125 185.8125 264.375  133.125  265.3125 194.0625
  98.5625 161.     173.75    56.25   184.25    95.875  103.      46.6875
 154.4375 104.875  153.     103.5625  78.5625 163.     162.5    180.3125
 131.625    7.25   205.875  112.625   95.6875 105.625   77.     127.625
 129.625   57.25    76.375  160.9375]",-1347286817994662909,1744691632.616696,0,[1.74469161e+09],445,446,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
[1.    0.324 0.324 0.    0.    0.   ],0.026013864372156255,"[ 149.0625  157.5     157.5625  171.375   263.625   130.4375  264.0625
  195.625    98.1875 1714.1875  152.125    57.6875  175.4375  101.625
   98.375    45.25    154.625   112.1875  154.3125  124.1875   88.5625
  168.8125  170.9375  190.      123.6875    6.0625  221.0625  134.
  109.4375  116.5      89.      139.25    141.25     55.5      79.4375
  152.1875]",-1347286817994662909,1744692233.4718952,0,[1.74469221e+09],446,447,,600,1,9,P5,Poisson9,experiments/online/E6/P5/poisson9.xlsx,0
